"","CowID","Cow.Birth.Date","Farm.Name","Farm.No","Cow.Breed","Cow.Exit.Date","BS.DATE","BS.Month","BS.MS.Date.Difference","BS.DIM","Hapto.Result","Hapto.Log","Hapto.0.1","Hapto0.35","Hapto.HML","Hapto.HL","BS.NEFA","BS.BHBA","MS.Date.Taken","MS.Time.Taken","Calving.Date","Calving.No","Hfr.or.Cow","MS.DIM","MS.Date.Analyzed","Milk.Yield","MS.Milk.Yield","MS.Fat","MS.Protein","MS.S.Cell.Count","MS.Lactose","MS.Urea","MS.pH","MS.Acetone","MS.BHBA","MS.NEFA","MS.NSFA","MS.MFA","MS.PFA","MS.SFA","MS.Palmeic","MS.Stearine","MS.Oleic","CE.Date","CE.Temp","CE.Environ.Temp","CE.Fat.Level","CE.Skin.Dehydration","CE.Stom.Tension","CE.Stom.Layering","CE.Stom.Fluid.Movement","CE.Stom.Ping","CE.Stom.Fullness","CE.Stom.Noise.Freq","CE.Waste.Consistency","CE.Waste.Digestion","CE.Locomotion.Score","CE.Lame","BS.NEFA.Log","BS.BHBA.Log","MS.S.Cell.Count.Log","MS.BHBA.Log","MS.Acetone.Log","BS.NEFA.0.7","BS.BHBA.1.2","Hapto0.35.2","BS.Month2","BS.Month_warm","CE.Stom.Fullness01","CE.Stom.Tension01"
"1","276000941090648",2007-10-19,"Stadler","14184137142","01",NA,2018-11-06,"11-2018",1,21,597.5,6.39275428380567,"0","0","0","1",0.23,1.35,2018-11-05,"06:42:00",2018-10-16,9,"cow",20,2018-11-07,39.9,21.2,4.32,2.79,16,4.73,24.4,6.64,10,20,6.3,14.2,1.142,0.144,2.653,1.172,0.471,1.061,2018-11-06,38.2,8,12,"phy","phy","1","obb","obb","norm",NA,"norm","maess","3","1",-1.46967597005894,0.300104592450338,2.77258872223978,2.99573227355399,2.30258509299405,"0","1","0","11-2018","0","0","0"
"2","276000951311013",2016-05-31,"Stadler","14184137142","01",NA,2018-07-24,"07-2018",1,15,280,5.63478960316925,"0","0","0","1",0.68,1.49,2018-07-23,"12:00:00",2018-07-09,1,"hfr",14,2018-07-26,23.3,23.3,4.7,3.05,298,4.86,52.2,6.65,140,90,9.9,19.6,1.653,0.194,2.569,1.094,0.653,1.596,2018-07-24,38.7,19.3,19,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-0.385662480811985,0.398776119957368,5.6970934865054,4.49980967033027,4.9416424226093,"0","1","0","07-2018","1","1","0"
"3","276000951311013",2016-05-31,"Stadler","14184137142","01",NA,2018-08-07,"08-2018",0,29,741.5,6.60867516157799,"0","0","0","1",0.48,1.78,2018-08-07,"12:00:00",2018-07-09,1,"hfr",29,2018-08-08,NA,14.9,4.21,2.85,231,4.97,26,6.68,140,90,8,15.9,1.319,0.137,2.435,1.115,0.534,1.199,2018-08-07,38.4,22.4,12,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-0.7339691750802,0.576613364303994,5.44241771052179,4.49980967033027,4.9416424226093,"0","1","0","08-2018","1","1","0"
"4","276000947406879",2012-08-14,"Stadler","14184137142","01",NA,2018-12-11,"12-2018",1,16,280,5.63478960316925,"0","0","0","1",0.32,1.46,2018-12-10,"01:04:00",2018-11-25,5,"cow",15,2018-12-13,41.6,20.7,6.12,3.42,21,4.82,28.1,6.66,170,170,4.9,22.9,1.878,0.207,3.726,1.422,0.735,1.802,2018-12-11,38.2,3.9,16,"phy","phy","1","obb","obb","abnorm",NA,"norm","maess","2","0",-1.13943428318836,0.378436435720245,3.04452243772342,5.13579843705026,5.13579843705026,"0","1","0","12-2018","0","1","0"
"5","276000944234103",2010-03-13,"Stadler","14184137142","01",NA,2018-12-04,"12-2018",1,16,1903.5,7.55144957582255,"1","0","0","1",0.33,1.26,2018-12-03,"10:29:00",2018-11-18,7,"cow",15,2018-12-10,30.4,11.9,5.04,2.89,10,4.81,20,6.66,120,90,4,19.9,1.657,0.182,2.868,1.235,0.637,1.534,2018-12-04,38.5,11.9,13,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-1.10866262452161,0.231111720963387,2.30258509299405,4.49980967033027,4.78749174278205,"0","1","0","12-2018","0","1","0"
"6","276000941090648",2007-10-19,"Stadler","14184137142","01",NA,2018-11-13,"11-2018",1,28,11584.5,9.35742327667743,"1","1","1","NA",0.22,0.98,2018-11-12,"17:30:00",2018-10-16,9,"cow",27,2018-11-15,41.6,17,5.61,2.76,21,4.8,30,6.64,60,70,5.2,20.1,1.641,0.193,3.375,1.41,0.636,1.582,2018-11-13,38,6,12,"phy","phy","1","obb","obb","norm",NA,"norm","maess","3","1",-1.51412773262978,-0.0202027073175195,3.04452243772342,4.24849524204936,4.0943445622221,"0","0","1","11-2018","0","0","0"
"7","276000947609239",2013-05-21,"Stadler","14184137142","01",NA,2018-08-07,"08-2018",0,11,3850,8.25582842728183,"1","1","0","1",0.5,0.71,2018-08-07,"00:00:00",2018-07-27,4,"cow",11,2018-08-08,NA,12.5,3.82,3.3,19,4.83,16.5,6.7,90,50,6.6,15.7,1.288,0.124,2.09,0.885,0.437,1.199,2018-08-07,38.1,22.4,19,"phy","phy","1","obb","obb","norm",NA,"norm","gut","2","0",-0.693147180559945,-0.342490308946776,2.94443897916644,3.91202300542815,4.49980967033027,"0","0","1","08-2018","1","0","0"
"8","276000945864042",2011-02-23,"Stadler","14184137142","01",NA,2018-12-11,"12-2018",1,22,280,5.63478960316925,"0","0","0","1",0.47,1.28,2018-12-10,"08:12:00",2018-11-19,6,"cow",21,2018-12-13,40.8,11.4,4,3.7,10,4.81,32,6.67,NA,10,3.2,11.6,0.873,0.137,2.64,1.076,0.368,0.805,2018-12-11,38.9,3.9,20,"phy","phy","1","obb","obb","norm",NA,"norm","gut","2","0",-0.755022584278033,0.246860077931526,2.30258509299405,2.30258509299405,NA,"0","1","0","12-2018","0","0","0"
"9","276000950211929",2015-05-16,"Stadler","14184137142","01",2018-09-10,2018-09-04,"09-2018",1,6,12764,9.45438398739813,"1","1","1","NA",0.63,1.32,2018-09-03,"17:30:00",2018-08-29,2,"cow",5,2018-09-05,36.8,36.8,5.7,2.86,249,4.82,36.6,6.67,270,170,7.8,25,2.056,0.209,3.147,1.19,0.742,2.001,2018-09-04,38.2,16.3,17,"phy","phy","1","obb","obb","norm","bis_2","thick","gut","3","1",-0.462035459596559,0.27763173659828,5.51745289646471,5.13579843705026,5.59842195899838,"0","1","1","09-2018","1","0","0"
"10","276000947609214",2012-08-15,"Stadler","14184137142","01",NA,2018-09-18,"09-2018",1,13,4791,8.47449443688312,"1","1","1","NA",0.83,0.76,2018-09-17,"14:08:00",2018-09-05,5,"cow",12,2018-09-20,34.6,12.8,4.44,3.37,66,4.85,18.1,6.62,60,40,6.2,15.4,1.247,0.164,2.689,0.924,0.517,1.169,2018-09-18,38.8,17.8,35,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","2","0",-0.186329578191493,-0.27443684570176,4.18965474202643,3.68887945411394,4.0943445622221,"1","0","1","09-2018","1","1","0"
"11","276000951311019",2016-07-08,"Stadler","14184137142","01",NA,2018-12-04,"12-2018",1,13,383,5.94803498918065,"0","0","0","1",2.08,1.4,2018-12-03,"17:34:00",2018-11-21,1,"hfr",12,2018-12-10,21.7,10.9,7.02,3.32,103,4.71,37.6,6.47,350,190,1.01,32.9,2.89,0.288,3.635,1.445,0.947,2.755,2018-12-04,39,11.1,27,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",0.732367893713227,0.336472236621213,4.63472898822964,5.24702407216049,5.85793315448346,"1","1","0","12-2018","0","1","0"
"12","276000951311023",2016-07-25,"Stadler","14184137142","01",NA,2018-08-21,"08-2018",1,10,3567.5,8.17962034935099,"1","1","0","1",0.36,0.61,2018-08-20,"12:00:00",2018-08-11,1,"hfr",9,2018-08-23,NA,19.7,9.14,3.08,241,4.61,32.4,6.46,240,90,1.18,31.9,2.703,0.303,5.865,2.525,1.021,2.582,2018-08-21,38.3,20,24,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-1.02165124753198,-0.49429632181478,5.48479693349065,4.49980967033027,5.48063892334199,"0","0","1","08-2018","1","1","0"
"13","276000951311023",2016-07-25,"Stadler","14184137142","01",NA,2018-08-28,"08-2018",0,17,58170,10.9711250369048,"1","1","2","3",0.55,0.78,2018-08-28,"18:02:00",2018-08-11,1,"hfr",17,2018-09-03,23.7,10.9,3.61,2.99,41,5.05,21.7,6.69,150,80,NA,11.9,NA,NA,NA,NA,NA,NA,2018-08-28,38.7,17,23,"phy","phy","1","obb","obb","norm",NA,"norm","gut","2","0",-0.59783700075562,-0.2484613592985,3.71357206670431,4.38202663467388,5.01063529409626,"0","0","1","08-2018","1","0","0"
"14","276000945864042",2011-02-23,"Stadler","14184137142","01",NA,2018-12-04,"12-2018",1,15,280,5.63478960316925,"0","0","0","1",0.32,0.66,2018-12-03,"05:30:00",2018-11-19,6,"cow",14,2018-12-10,37.8,9.8,5.07,3.59,19,4.82,26.6,6.64,20,40,1.39,15.1,1.209,0.149,3.31,1.391,0.483,1.142,2018-12-04,38.9,12.1,24,"phy","phy","1",NA,"obb","norm",NA,"norm","gut","1","0",-1.13943428318836,-0.415515443961666,2.94443897916644,3.68887945411394,2.99573227355399,"0","0","0","12-2018","0","0","0"
"15","276000951311019",2016-07-08,"Stadler","14184137142","01",NA,2018-12-11,"12-2018",1,20,280,5.63478960316925,"0","0","0","1",0.5,1.8,2018-12-10,"06:28:00",2018-11-21,1,"hfr",19,2018-12-13,19.1,8.1,5.7,3.05,538,4.71,32.2,6.57,220,140,7.8,25.7,2.192,0.224,3.015,1.191,0.74,2.099,2018-12-11,39.1,4.3,21,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","2","0",-0.693147180559945,0.587786664902119,6.28785856016178,4.9416424226093,5.39362754635236,"0","1","0","12-2018","0","1","0"
"16","276000951311021",2016-07-13,"Stadler","14184137142","01",NA,2018-12-11,"12-2018",1,28,280,5.63478960316925,"0","0","0","1",0.3,0.87,2018-12-10,"06:23:00",2018-11-13,1,"hfr",27,2018-12-13,29,17.4,4.48,2.94,249,5.05,24.1,6.76,80,60,3,17.4,1.437,0.173,2.599,1.189,0.578,1.296,2018-12-11,38.9,4.3,21,"phy","phy","1","obb","obb","abnorm","phy","thick","gut","2","0",-1.20397280432594,-0.139262067333508,5.51745289646471,4.0943445622221,4.38202663467388,"0","0","0","12-2018","0","1","0"
"17","276000950211928",2015-05-12,"Stadler","14184137142","01",NA,2018-07-10,"07-2018",1,10,280,5.63478960316925,"0","0","0","1",0.22,0.61,2018-07-09,"09:16:00",2018-06-30,2,"cow",9,2018-07-13,29.5,13.4,3.78,4.21,49,4.89,19.7,6.13,50,110,8,6.5,0.688,0.019,2.848,1.504,0.223,0.529,2018-07-10,38.6,19,13,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","3","1",-1.51412773262978,-0.49429632181478,3.89182029811063,4.70048036579242,3.91202300542815,"0","0","0","07-2018","1","1","0"
"18","276000950211928",2015-05-12,"Stadler","14184137142","01",NA,2018-07-17,"07-2018",0,17,280,5.63478960316925,"0","0","0","1",0.21,0.99,2018-07-17,"00:00:00",2018-06-30,2,"cow",17,2018-07-25,32.7,32.7,5.39,3.88,47,4.81,23.8,6.06,NA,110,7.32,10.5,1.101,0.053,3.955,1.967,0.273,0.927,2018-07-17,38.7,18.4,20,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","2","0",-1.56064774826467,-0.0100503358535015,3.85014760171006,4.70048036579242,NA,"0","0","0","07-2018","1","1","0"
"19","276000951311004",2016-04-16,"Stadler","14184137142","01",NA,2018-07-03,"07-2018",1,16,280,5.63478960316925,"0","0","0","1",0.37,0.74,2018-07-02,"00:00:00",2018-06-17,1,"hfr",15,2018-07-05,NA,21.5,4.59,2.92,31,5.21,21.9,6.8,110,80,8.5,18.9,1.606,0.194,2.539,1.056,0.591,1.468,2018-07-03,38.7,15.3,16,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","2","0",-0.994252273343867,-0.301105092783922,3.43398720448515,4.38202663467388,4.70048036579242,"0","0","0","07-2018","1","1","0"
"20","276000944234103",2010-03-13,"Stadler","14184137142","01",NA,2018-12-11,"12-2018",1,23,280,5.63478960316925,"0","0","0","1",0.26,1.53,2018-12-10,"09:37:00",2018-11-18,7,"cow",22,2018-12-13,34.4,12.9,3.72,3.12,10,4.82,31.8,6.64,50,70,3.1,13.4,1.077,0.144,2.239,0.974,0.419,0.979,2018-12-11,38.5,4.3,10,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","2","0",-1.34707364796661,0.425267735404344,2.30258509299405,4.24849524204936,3.91202300542815,"0","1","0","12-2018","0","1","0"
"21","276000951311008",2016-05-09,"Stadler","14184137142","01",NA,2018-07-10,"07-2018",1,19,294250,12.5921850251225,"1","1","2","3",0.88,0.75,2018-07-09,"00:00:00",2018-06-21,1,"hfr",18,2018-07-13,NA,20.8,4.43,2.82,10,5.1,24.1,6.64,230,110,6.1,20.6,1.731,0.167,2.277,0.938,0.617,1.651,2018-07-10,38.6,19,20,"phy","phy","1","obb","obb","abnorm","phy","thick","gut","4","1",-0.127833371509885,-0.287682072451781,2.30258509299405,4.70048036579242,5.4380793089232,"1","0","1","07-2018","1","1","0"
"22","276000951311008",2016-05-09,"Stadler","14184137142","01",NA,2018-07-17,"07-2018",0,26,280,5.63478960316925,"0","0","0","1",0.74,1.05,2018-07-17,"00:00:00",2018-06-21,1,"hfr",26,2018-07-25,24.6,24.6,4.7,3.02,11,5.12,27.7,6.68,190,100,6.3,21.3,1.741,0.185,2.482,0.972,0.626,1.675,2018-07-17,38.2,18.3,19,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","2","0",-0.301105092783922,0.048790164169432,2.39789527279837,4.60517018598809,5.24702407216049,"1","0","0","07-2018","1","1","0"
"23","276000951311009",2016-05-18,"Stadler","14184137142","01",NA,2018-07-24,"07-2018",1,25,270,5.59842195899838,"0","0","0","1",0.51,0.53,2018-07-23,"12:00:00",2018-06-29,1,"hfr",24,2018-07-26,NA,23.7,4.31,3.14,35,4.87,34.1,6.66,20,40,8.6,15.1,1.209,0.169,2.628,1.082,0.495,1.127,2018-07-24,38.3,18,19,"phy","phy","1","obb","obb","abnorm",NA,"norm","maess","1","0",-0.673344553263766,-0.63487827243597,3.55534806148941,3.68887945411394,2.99573227355399,"0","0","0","07-2018","1","1","0"
"24","276000947609239",2013-05-21,"Stadler","14184137142","01",NA,2018-08-14,"08-2018",1,18,210.5,5.34948565312244,"0","0","0","1",0.36,0.78,2018-08-13,"00:00:00",2018-07-27,4,"cow",17,2018-08-17,40.6,40.6,3.84,3.13,13,4.91,13.6,6.68,90,60,6.5,14,1.158,0.128,2.244,0.981,0.391,1.049,2018-08-14,38.4,26.3,12,"phy","phy","1","obb","obb","abnorm",NA,"norm","maess","2","0",-1.02165124753198,-0.2484613592985,2.56494935746154,4.0943445622221,4.49980967033027,"0","0","0","08-2018","1","1","0"
"25","276000947609239",2013-05-21,"Stadler","14184137142","01",NA,2018-08-21,"08-2018",1,25,280,5.63478960316925,"0","0","0","1",0.87,0.51,2018-08-20,"13:32:00",2018-07-27,4,"cow",24,2018-08-23,45.4,14.9,3.54,3.24,15,4.81,16.4,6.65,80,70,4.3,12.2,0.971,0.124,2.143,0.91,0.35,0.872,2018-08-21,37.8,20,18,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-0.139262067333508,-0.673344553263766,2.70805020110221,4.24849524204936,4.38202663467388,"1","0","0","08-2018","1","1","0"
"26","276000947609240",2013-05-25,"Stadler","14184137142","01",NA,2018-07-17,"07-2018",0,11,280,5.63478960316925,"0","0","0","1",0.24,0.45,2018-07-17,"12:00:00",2018-07-06,4,"cow",11,2018-07-25,28.5,28.5,4.49,3.46,45,4.87,13.6,6.64,40,40,1.18,18.4,1.55,0.159,2.484,1.03,0.532,1.412,2018-07-17,38.3,18.3,29,"phy","phy","1","obb","obb","norm",NA,"norm","gut","1","0",-1.42711635564015,-0.798507696217772,3.80666248977032,3.68887945411394,3.68887945411394,"0","0","0","07-2018","1","0","0"
"27","276000951311022",2016-07-19,"Stadler","14184137142","01",NA,2018-11-06,"11-2018",1,15,280,5.63478960316925,"0","0","0","1",0.62,0.65,2018-11-05,"13:28:00",2018-10-22,1,"hfr",14,2018-11-07,26.6,12.7,5.71,3.2,173,4.69,15.9,6.47,230,120,8.5,25.5,2.211,0.222,2.998,1.12,0.718,2.085,2018-11-06,38.8,8,28,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-0.478035800943,-0.430782916092454,5.15329159449778,4.78749174278205,5.4380793089232,"0","0","0","11-2018","0","1","0"
"28","276000945374923",2011-02-04,"Stadler","14184137142","01",NA,2018-10-16,"10-2018",1,25,502240,13.1268333720758,"1","1","2","3",0.76,0.98,2018-10-15,"17:10:00",2018-09-21,6,"cow",24,2018-10-17,37.4,15.5,5.09,2.85,10,5.01,27.6,6.64,50,40,6.1,18.9,1.512,0.175,3.028,1.215,0.608,1.461,2018-10-16,38.2,10.9,16,"phy","phy","1","obb","obb","norm",NA,"norm","gut","3","1",-0.27443684570176,-0.0202027073175195,2.30258509299405,3.68887945411394,3.91202300542815,"1","0","1","10-2018","0","0","0"
"29","276000951311023",2016-07-25,"Stadler","14184137142","01",NA,2018-09-04,"09-2018",1,24,1619,7.38956395367764,"1","0","0","1",0.18,1.22,2018-09-03,"06:21:00",2018-08-11,1,"hfr",23,2018-09-05,24.9,7.1,5.12,2.66,76,5.06,25,6.72,150,90,1.33,20,1.634,0.158,2.987,1.337,0.634,1.548,2018-09-04,38.4,16.4,24,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-1.71479842809193,0.198850858745165,4.33073334028633,4.49980967033027,5.01063529409626,"0","1","0","09-2018","1","1","0"
"30","276000947609214",2012-08-15,"Stadler","14184137142","01",NA,2018-09-25,"09-2018",1,20,13963.5,9.54420206122465,"1","1","1","NA",0.77,0.55,2018-09-24,"11:10:00",2018-09-05,5,"cow",19,2018-09-27,37.9,13.4,4.82,3.14,66,5.07,16.7,6.68,60,20,8.2,18.2,1.548,0.171,2.791,1.03,0.521,1.463,2018-09-25,38.1,13.6,28,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","2","0",-0.261364764134408,-0.59783700075562,4.18965474202643,2.99573227355399,4.0943445622221,"1","0","1","09-2018","1","1","0"
"31","276000945533965",2011-02-28,"Stadler","14184137142","01",2018-11-22,2018-10-16,"10-2018",1,20,280,5.63478960316925,"0","0","0","1",0.7,0.67,2018-10-15,"09:51:00",2018-09-26,6,"cow",19,2018-10-17,37,10.9,4.81,3.26,103,4.72,22.6,6.74,110,100,3,15.5,1.237,0.155,3.024,1.209,0.522,1.211,2018-10-16,38.3,10.9,23,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-0.356674943938732,-0.400477566597125,4.63472898822964,4.60517018598809,4.70048036579242,"1","0","0","10-2018","0","1","0"
"32","276000945533965",2011-02-28,"Stadler","14184137142","01",2018-11-22,2018-10-23,"10-2018",1,27,523150,13.1676235088092,"1","1","2","3",0.74,0.89,2018-10-22,"16:22:00",2018-09-26,6,"cow",26,2018-10-25,38.1,9.9,3.72,3.14,745,4.65,14.8,6.67,30,60,4.7,10.9,0.851,0.112,2.399,1.013,0.377,0.793,2018-10-23,37.9,11.5,23,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-0.301105092783922,-0.116533816255952,6.61338421837956,4.0943445622221,3.40119738166216,"1","0","1","10-2018","0","1","0"
"33","276000950211908",2015-01-21,"Stadler","14184137142","01",2018-11-26,2018-06-12,"06-2018",1,12,196,5.27811465923052,"0","0","0","1",0.24,0.79,2018-06-11,"15:45:00",2018-05-31,2,"cow",11,2018-06-14,36.9,10.6,4.22,3.33,484,4.97,19.7,6.63,120,100,1.34,15.6,1.331,0.159,2.442,0.956,0.498,1.231,2018-06-12,38.6,NA,22,"phy","phy","1","obb","obb","abnorm",NA,"norm","maess","1","0",-1.42711635564015,-0.23572233352107,6.18208490671663,4.60517018598809,4.78749174278205,"0","0","0","06-2018","0","1","0"
"34","276000950211908",2015-01-21,"Stadler","14184137142","01",2018-11-26,2018-06-19,"06-2018",1,19,192.5,5.26009615372784,"0","0","0","1",0.21,0.69,2018-06-18,"13:10:00",2018-05-31,2,"cow",18,2018-06-21,38.3,18.9,4.12,3.18,263,5.04,19.4,6.64,70,70,1,14.1,1.202,0.148,2.475,1.049,0.429,1.086,2018-06-19,37.8,15,21,"phy","phy","1","obb","obb","norm",NA,"norm","gut","2","0",-1.56064774826467,-0.371063681390832,5.57215403217776,4.24849524204936,4.24849524204936,"0","0","0","06-2018","0","0","0"
"35","276000950211908",2015-01-21,"Stadler","14184137142","01",2018-11-26,2018-06-26,"06-2018",1,26,280,5.63478960316925,"0","0","0","1",0.52,0.32,2018-06-25,"01:55:00",2018-05-31,2,"cow",25,2018-06-27,39.7,16.1,3.42,2.63,10,5.19,21.9,6.76,140,110,8.8,14.1,1.138,0.121,1.911,0.888,0.405,1.007,2018-06-26,38.4,22.5,12,"phy","phy","1","obb","obb","norm",NA,"norm","gut","1","0",-0.653926467406664,-1.13943428318836,2.30258509299405,4.70048036579242,4.9416424226093,"0","0","0","06-2018","0","0","0"
"36","276000949454303",2014-04-13,"Stadler","14184137142","01",2018-12-05,2018-07-03,"07-2018",1,26,280,5.63478960316925,"0","0","0","1",0.16,0.4,2018-07-02,"15:52:00",2018-06-07,3,"cow",25,2018-07-05,35.8,17.9,3.06,3.45,587,4.32,15.3,6.67,70,60,NA,8.5,0.658,0.089,2.043,1.054,0.275,0.515,2018-07-03,38.3,15.3,8,"phy","phy","1","obb","obb","norm",NA,"norm","gut","1","0",-1.83258146374831,-0.916290731874155,6.3750248198281,4.0943445622221,4.24849524204936,"0","0","0","07-2018","1","0","0"
"37","276000948974290",2014-02-07,"Stadler","14184137142","01",NA,2018-06-26,"06-2018",1,16,280,5.63478960316925,"0","0","0","1",0.17,0.78,2018-06-25,"10:07:00",2018-06-10,3,"cow",15,2018-06-27,34.4,15.1,3.63,3.51,2197,4.26,17,6.65,140,110,3.3,12.2,0.971,0.12,2.255,1.093,0.355,0.846,2018-06-26,38.5,22.5,14,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","2","0",-1.77195684193188,-0.2484613592985,7.69484807238461,4.70048036579242,4.9416424226093,"0","0","0","06-2018","0","1","0"
"38","276000951311017",2016-06-18,"Stadler","14184137142","01",NA,2018-07-31,"07-2018",0,15,596.5,6.39107924153797,"0","0","0","1",0.58,0.61,2018-07-31,"00:00:00",2018-07-16,1,"hfr",15,2018-08-02,NA,25.2,4.15,3.38,96,4.93,27.7,6.64,70,30,7.8,14.2,1.151,0.136,2.549,1.126,0.438,1.073,2018-07-31,38.5,19,18,"phy","phy","1","obb","obb","norm",NA,"norm","gut","1","0",-0.544727175441672,-0.49429632181478,4.56434819146784,3.40119738166216,4.24849524204936,"0","0","0","07-2018","1","0","0"
"39","276000947609244",2013-07-26,"Stadler","14184137142","01",NA,2018-11-27,"11-2018",1,30,280,5.63478960316925,"0","0","0","1",0.19,0.84,2018-11-26,"15:55:00",2018-10-28,4,"cow",29,2018-11-29,46,12.6,2.91,3.29,10,4.97,27.7,6.76,30,10,0.8,7.8,0.615,0.099,1.913,0.999,0.246,0.493,2018-11-27,38.6,3.9,16,"phy","erh","1","obb","obb","abnorm","bis_2","norm","maess","1","0",-1.66073120682165,-0.174353387144778,2.30258509299405,2.30258509299405,3.40119738166216,"0","0","0","11-2018","0","1","1"
"40","276000949454315",2014-06-04,"Stadler","14184137142","01",NA,2018-11-06,"11-2018",1,21,3970.5,8.28664731033527,"1","1","0","1",0.34,1.47,2018-11-05,"17:28:00",2018-10-16,3,"cow",20,2018-11-07,35.3,19.1,4.98,2.92,134,4.9,21.5,6.65,130,90,6.9,19.8,1.68,0.185,2.857,1.178,0.656,1.523,2018-11-06,38.4,8,19,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","4","1",-1.07880966137193,0.385262400790645,4.89783979995091,4.49980967033027,4.86753445045558,"0","1","1","11-2018","0","1","0"
"41","276000950211924",2015-04-24,"Stadler","14184137142","01",NA,2018-06-05,"06-2018",1,12,296.85,5.69322696071668,"0","0","0","1",0.29,0.4,2018-06-04,"19:37:00",2018-05-24,2,"cow",11,2018-06-07,29.2,9.8,4.06,3.69,27,4.99,29.7,6.69,60,40,3.7,12.4,0.965,0.12,2.606,1.191,0.418,0.912,2018-06-05,38.6,NA,15,"phy","phy","1","obb","obb","norm","phy","thick","gut","1","0",-1.23787435600162,-0.916290731874155,3.29583686600433,3.68887945411394,4.0943445622221,"0","0","0","06-2018","0","0","0"
"42","276000951311003",2016-04-14,"Stadler","14184137142","01",NA,2018-06-26,"06-2018",1,13,1169.5,7.06433158602423,"1","0","0","1",0.3,0.37,2018-06-25,"17:46:00",2018-06-13,1,"hfr",12,2018-06-27,20.4,9,4.82,3.28,142,4.86,28.2,6.66,30,40,6.2,18.4,1.493,0.171,2.849,1.265,0.627,1.399,2018-06-26,38.7,22.5,12,"phy","phy","1","obb","obb","norm",NA,"norm","gut","1","0",-1.20397280432594,-0.994252273343867,4.95582705760126,3.68887945411394,3.40119738166216,"0","0","0","06-2018","0","0","0"
"43","276000947609214",2012-08-15,"Stadler","14184137142","01",NA,2018-10-02,"10-2018",1,27,25302,10.1386387229746,"1","1","2","3",0.73,0.49,2018-10-01,"18:22:00",2018-09-05,5,"cow",26,2018-10-05,39.4,12.4,4.37,3.33,310,4.96,17.1,6.68,70,30,8.6,16.1,1.341,0.155,2.559,0.983,0.461,1.246,2018-10-02,38.1,10.9,28,"phy","phy","1","obb","obb","norm",NA,"norm","gut","2","0",-0.3147107448397,-0.713349887877465,5.73657229747919,3.40119738166216,4.24849524204936,"1","0","1","10-2018","0","0","0"
"44","276000951311008",2016-05-09,"Stadler","14184137142","01",NA,2018-07-03,"07-2018",1,12,467,6.1463292576689,"0","0","0","1",0.78,0.65,2018-07-02,"00:00:00",2018-06-21,1,"hfr",11,2018-07-05,NA,20,4.3,3.3,17,4.93,24.9,6.67,210,110,3.3,17.5,1.454,0.158,2.392,0.956,0.579,1.386,2018-07-03,38,15.3,19,"phy","phy","1","obb","obb","abnorm",NA,"norm","gut","1","0",-0.2484613592985,-0.430782916092454,2.83321334405622,4.70048036579242,5.34710753071747,"1","0","0","07-2018","1","1","0"
"45","276000947609237",2013-04-10,"Stadler","14184137142","01",NA,2018-06-05,"06-2018",1,18,280,5.63478960316925,"0","0","0","1",1.44,0.8,2018-06-04,"09:49:00",2018-05-18,4,"cow",17,2018-06-07,32.9,9.9,4.48,2.87,32,5.08,19.1,6.7,160,120,NA,18.6,NA,NA,NA,NA,NA,NA,2018-06-05,38.2,NA,28,"phy","phy","0","obb","obb","norm","bis_2","norm","gut","2","0",0.364643113587909,-0.22314355131421,3.46573590279973,4.78749174278205,5.07517381523383,"1","0","0","06-2018","0","0","0"
"46","276000949454303",2014-04-13,"Stadler","14184137142","01",2018-12-05,2018-06-19,"06-2018",1,12,280,5.63478960316925,"0","0","0","1",0.54,0.44,2018-06-18,"06:48:00",2018-06-07,3,"cow",11,2018-06-21,32.4,17.7,5.19,3.56,2270,4.55,17.9,6.57,190,160,1.72,18.3,1.582,0.143,3.16,1.42,0.575,1.439,2018-06-19,37.9,15,13,"phy","erh","1","obb","re","norm","phy","norm","gut","2","0",-0.616186139423817,-0.82098055206983,7.72753511047545,5.07517381523383,5.24702407216049,"0","0","0","06-2018","0","0","1"
